Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Id
659,-0.907287252,1.385633718,0.398076643,-0.699605425,1.115697267,0.779935032,0.671191842,0.135121963,0.187291006,0.753076018,0.314589075,0.037276822,0.245186662,-0.719345222,0.654669415,0.649585008,-0.721059926,0.401465153,0.405585863,0.597435095,-0.442865336,-0.825008579,-0.213707932,-1.774328084,0.095897545,0.176816252,0.403773134,0.045708652,8.9,0,21
660,1.296354015,-0.283765748,-0.321344252,-1.825016905,0.071593877,-0.065549909,-0.125635103,-0.016471843,0.874949268,-0.946679299,1.088905641,1.662001716,1.275057725,0.256339833,1.193430255,-0.345359238,-0.559333808,0.083068527,1.050205201,0.026843921,-0.018026125,0.108383329,-0.182787443,-0.946391702,0.601497166,0.025060502,0.016958324,-0.006252283,15,0,22
661,0.944905088,-0.279692153,0.685834275,1.604164518,-0.720879554,-0.161474036,-0.13189055,0.104026076,0.702421432,-0.171454671,-0.569448684,-0.025443638,-1.479683366,0.175092343,-0.05108422,-0.691227088,0.467247705,-0.772924376,-0.53859766,-0.09919715,0.00870014,0.034441663,-0.096786868,0.398055975,0.508488756,-0.294852588,0.031085339,0.036391644,99,0,23
680,-0.668257138,1.139968961,0.835532995,0.969317032,-0.397593456,-0.677186464,0.763937579,0.214022631,-0.905713139,-0.525102129,-0.62834461,0.153082012,0.369521341,0.614759817,0.946439854,-0.200225847,-0.041347807,0.147664568,0.404617169,0.080262405,0.25106827,0.517069404,0.076730982,0.399763484,-0.191103034,-0.336236914,0.021890868,0.108543434,89.95,0,24
683,0.658816031,-1.255823329,0.746189541,0.19452412,-1.257064613,0.153264023,-0.407028641,0.118008064,0.770705758,-0.35918819,0.817686752,1.228995962,0.432688192,-0.27706278,-0.383261652,0.475414984,-0.456995779,0.227973789,0.555315369,0.547437023,0.084679281,-0.213926416,-0.243388092,0.097277198,0.03533022,0.962774665,-0.088749824,0.052075809,287.57,0,25
699,-1.478210102,1.509003575,0.144307096,-0.045494681,-0.326043845,-0.948289138,0.189616303,0.786155085,-0.984962106,-0.216185983,0.973873418,1.093279366,0.327722629,1.007594722,-0.267189377,0.285097244,-0.233670749,0.215460606,0.258796911,0.044162819,0.136136739,0.265461181,-0.073762658,0.368258545,-0.196450296,0.260225641,0.216157359,0.087035865,23.43,0,26
704,-0.180274986,0.346060938,1.080076822,0.314034161,0.699600228,0.194100065,0.582837651,-0.120209668,0.258827828,-0.174292105,-2.172656526,-1.048145688,-1.030749936,-0.148406064,0.157324346,-0.275791288,-0.268842829,0.142700222,1.559058733,0.138961127,-0.235143761,-0.446640348,-0.173729702,-1.003852983,-0.357025464,0.32430705,-0.048032254,-0.07853282,24.38,0,27
719,-0.511084431,0.272985886,1.513886719,-0.421390826,-0.204490114,0.125077916,0.538832645,0.139002868,-1.568157208,0.166489606,0.860352,0.796013164,0.087343584,-0.040521662,-1.707618694,-1.924594833,0.041955288,0.886157636,-1.531539367,-0.538581862,-0.252087821,-0.18139356,0.03399498,0.174690635,-0.240574985,-0.569963483,0.166777385,0.145383235,51.45,0,28
741,-1.46049422,1.072256156,1.525620772,0.122963804,-0.874789814,-0.382503213,0.025338373,0.353055399,0.923318088,0.274841815,-1.119679315,-0.395008455,-1.069481956,-0.30700169,-0.003805522,-0.099090931,-0.004277465,0.099416549,0.040700264,0.194301701,0.037686997,0.534206223,-0.218094846,0.42919246,-0.068666988,0.428324794,0.159005189,0.040868388,29.99,0,29
763,1.481495061,-0.26724446,-0.393097027,-0.775906824,-0.351495552,-1.110540843,-0.002087191,-0.408309148,-1.193345858,0.672172449,-0.589665475,-0.517446164,0.700679715,-0.01298838,0.404594644,0.848548437,0.198754106,-1.499598581,0.819113341,0.115168913,0.164157654,0.433039134,-0.233274607,-0.058406119,0.875545287,-0.055653892,-0.026479102,-0.001860998,15,0,30
764,1.274948133,0.149598862,0.179594631,0.31471886,-0.053560632,-0.20395941,-0.084033214,0.015827482,-0.1008766,0.11535307,0.679136567,0.584450708,-0.002166066,0.46145439,0.433265635,0.758015158,-0.952693172,0.26906932,0.484643704,-0.07919604,-0.264316305,-0.815185383,0.026211872,-0.512550467,0.284828986,0.129644395,-0.03646087,-0.000319799,1.98,0,31
854,1.11171192,0.215378805,0.355264665,1.014603254,-0.145607852,-0.28415403,0.060930512,0.037710384,-0.289566985,0.133068033,1.700817132,1.005091729,-0.186637651,0.639449268,0.463430325,-0.102138887,-0.321248555,-0.162594672,-0.521269624,-0.140306872,0.129749148,0.378382798,-0.070871585,0.236140176,0.549833281,-0.330396762,0.023216324,0.011638905,21.03,0,32
871,0.977232208,-0.004728117,2.019597542,3.049173026,-1.07309523,0.776207788,-0.830617049,0.374724369,0.579223769,0.244573202,-0.641032681,0.98414748,0.292773958,-0.960447185,-1.516338072,-0.386294138,0.490388626,-1.107263978,-1.021646978,-0.173681041,-0.069751139,0.202433684,0.072801497,0.638220605,0.270293839,0.028967559,0.084371684,0.040684557,15.17,0,33
891,-0.563566359,0.727536258,2.559771825,1.759764833,-0.445025529,0.554544675,0.0688727,0.213012502,0.371587523,-0.51540457,-0.488616521,1.512097379,0.99825043,-1.034750082,-1.582065809,-1.870859024,1.252601217,-1.400932126,1.094233961,0.01878524,-0.234581598,-0.161813101,0.037427894,0.646022805,-0.427127182,-0.487850789,0.108020002,0.174055779,4.04,0,34
912,-1.3946187,0.554223951,-0.617805476,-0.313705925,2.157413265,3.537533633,-0.567305122,1.380888112,-0.112290692,0.107269096,-0.637728198,0.09951045,-0.062532911,0.254824087,0.318805112,-0.335245214,0.05287031,0.048782874,1.654699283,0.336594588,-0.196300044,-0.546171582,-0.124758244,1.046779922,-0.089474109,0.363673632,0.215692291,0.22569784,24.08,0,35
927,1.040093683,-1.719288081,1.556729971,-0.080815852,-2.156666911,0.754853463,-1.708566642,0.360144946,1.174451957,0.144732261,-1.938139162,-0.509705609,-0.445164449,-1.568532395,-1.564447209,0.712257941,0.814317854,-0.906388156,1.140103114,0.305757718,0.307718541,0.990798159,-0.352215769,-0.050625061,0.535659944,0.117422004,0.074743418,0.048505031,150,0,36
943,-0.902734105,0.970544857,1.220513472,0.847062321,-0.679818343,0.429223867,1.542074615,-0.15922263,-0.887545364,-0.012893824,0.853163254,-0.228155169,-0.940610834,0.617787267,0.810903903,-0.033891411,-0.378824131,0.860234546,1.245225154,-0.124798053,0.069815143,0.278215453,-0.2916269,0.01311583,0.466895018,-0.156302463,-0.045203049,-0.024999322,213.1,0,37
954,-0.651671479,0.816115946,1.524816791,-0.083801818,0.734679043,0.869716756,0.380308789,0.503733579,-0.526778774,-0.927843984,0.857378226,-0.074339607,-0.840566237,-0.062162023,2.032199458,-0.975516035,1.394847197,-2.057423243,-1.664635957,-0.204955031,-0.059679752,-0.114532549,0.122472178,-0.702004743,-0.707205458,0.157735101,0.140879438,0.117739867,0.99,0,38
1004,-0.556703611,0.239967502,0.754324745,-1.024341985,0.617849416,0.560901838,0.161715355,0.111242029,-1.79075997,0.49254768,1.042804252,-0.008772209,0.831598367,-0.022109883,1.51210554,-1.06923042,1.90517988,-3.510029069,-0.228955531,0.030809796,0.493640855,1.495781328,-0.061485835,-0.563573616,-0.537783603,-0.016190265,-0.060090927,0.181052097,10,0,39
1018,1.293271297,-0.686657806,0.763193089,-0.750239813,-1.21675207,-0.267433374,-0.862741274,0.037485967,-0.876722259,0.785427049,0.988920253,0.691571883,0.830660469,-0.028895529,0.499424893,-0.613106906,-0.597727992,1.625431486,-0.480060044,-0.360153111,-0.423452045,-0.83048714,0.123544148,0.026529954,-0.072320609,0.855176691,-0.036263221,0.013303115,32.97,0,40
1094,-0.812682335,1.176176252,1.022127603,0.093192599,-0.153166507,-1.051324985,0.498657097,0.131554207,-0.246541214,-0.392243808,-0.368838703,-0.341028626,-0.455794649,-0.238228949,0.969704167,0.44688801,0.095827816,-0.053449922,-0.072227151,0.001884792,-0.272666022,-0.715127345,0.128825915,0.308363867,-0.165969223,0.040356313,-0.16406773,-0.205525292,9.57,0,41
1146,1.168567259,-0.936605415,1.256708132,0.75689595,-1.104698357,1.509542446,-1.34311325,0.425854927,0.234021972,0.544131089,-0.837300386,1.367673739,1.253678368,-1.261059405,-2.537514985,-1.590047115,-0.130742007,1.760590658,0.185300525,-0.378531392,-0.483165027,-0.494513284,-0.193224737,-0.816778992,0.582818453,-0.229659739,0.123054522,0.029608761,50,0,42
1188,-0.919452822,0.582892656,2.567500708,0.080959118,-0.73613029,0.163368893,0.01665801,-0.90018867,0.322578778,-0.325495923,0.112899402,0.359815365,0.152410088,-0.621652777,0.790766976,-1.046287554,0.80644694,-0.709738667,0.840738851,-0.023129228,0.870367958,0.494033678,-0.093434202,0.718009027,0.007738264,1.329510791,-0.208140204,-0.138418306,30.3,0,43
1200,0.978982613,-0.733198331,0.907977157,0.140817005,-1.045509672,0.18054023,-0.584554149,0.167885439,0.885876618,-0.347660948,0.686606503,1.404187954,0.429052353,-0.445637288,-1.015594627,0.166355681,-0.250415772,-0.069021521,0.842516213,0.198751311,-0.131907672,-0.382190656,-0.076066571,0.102808509,0.125834921,0.932051918,-0.055840632,0.021081652,118.98,0,44
1280,-0.992592049,1.304997466,0.639358055,-0.171220615,-0.066537728,-0.109204478,0.058313798,0.754981592,-0.38033766,-0.258131965,1.029613345,-0.057604972,-1.397065027,0.327082034,0.616127468,0.558453119,0.163463062,0.224385868,-0.06091027,0.020541331,-0.213178733,-0.684212346,0.034348414,-0.404516793,-0.198829575,0.116588053,0.23770407,0.064506626,8.91,0,45
1280,1.317316741,-0.030416683,-1.08887421,-0.557891573,2.030907584,3.267773358,-0.536307538,0.808507057,-0.05260743,0.001609861,-0.028623114,0.073615738,0.041108326,0.425276353,1.245151989,0.640236937,-0.910265854,-0.068900938,0.255583871,0.014936059,-0.313907317,-1.068411868,0.104669192,0.992074915,0.369761664,0.110479134,-0.028115009,0.01166393,0.99,0,46
1319,-1.419493776,-0.251193352,0.314950843,-2.021889491,0.11521163,-2.084818215,-0.081396506,0.441669188,0.558309097,-1.265458211,1.053260951,0.168804288,-2.296862161,1.36460241,0.53062429,-0.393840675,-0.028689936,0.570400993,0.82183501,0.082053049,0.205438483,0.19651536,-0.1165475,0.528969888,-0.207193506,-0.16488001,0.235164351,-0.022284519,1,0,47
1351,-3.56272584,3.441958948,-0.289943849,-0.860115125,-0.413767734,-0.551690159,0.170906316,-0.532137703,1.962757267,3.748679986,1.431551325,0.525991478,-0.228273245,-1.085197274,0.431922823,0.423805465,-0.398919918,0.303264015,-0.081232194,1.599946859,0.12818632,-1.206348957,0.212357962,-0.123132626,0.540725022,0.140796699,1.602367243,0.983275197,1.79,0,48
1359,-2.590641446,2.293561225,0.143641655,-1.326256841,0.230197876,0.303366493,-0.056097163,-1.252112707,0.775707367,1.262966927,0.202416275,1.335911844,1.253361978,-0.470803189,-1.002831028,0.412502177,-0.903957533,0.080931692,0.335607009,0.313536903,1.149312086,-0.975019628,0.130625659,-0.832881547,0.259559798,0.347719727,0.518751098,0.173187243,1,0,49
1395,1.228506633,-0.070446399,0.198873302,0.462774575,-0.02236651,0.348405,-0.205867878,0.109798132,0.323381106,-0.051529286,0.035198679,0.888363821,0.267388863,-0.019808666,-0.771114454,0.344475994,-0.686274109,0.132895533,0.943361129,-0.02336569,-0.311209271,-0.789218672,-0.097307551,-0.815626178,0.461913494,0.233448324,-0.022719266,-0.001570222,23.95,0,50
1398,-1.379888964,1.409683522,0.848373425,-0.741552413,-0.253642244,-0.562808006,0.327013868,0.484952328,0.427126378,-0.334007244,-1.520356145,-0.077853953,-0.523705495,0.000425062,-0.633818268,0.043838796,-0.139696559,-0.416157597,0.055089047,0.150467986,-0.260693802,-0.533448377,-0.156094195,-0.128694285,0.196493164,0.423270748,0.367140553,0.215510882,5,0,51
1427,-1.278571184,1.328570435,1.324501932,-0.843613281,-0.310738312,-0.75020034,0.605121187,0.15231625,0.410399075,0.448230619,1.097977704,0.492019379,-1.021762641,0.040374016,-0.886743713,0.101093515,-0.450686316,-0.11103701,-0.096374728,0.35440695,-0.226693924,-0.353770248,-0.025304186,0.520956045,-0.144664195,0.279396313,0.609880173,0.354097779,5,0,52
1434,1.252520287,-0.032941227,-1.168871777,0.269500671,2.180941418,3.608860666,-0.431688672,0.847706312,0.171799772,-0.020876205,-0.542253973,0.236358996,-0.221821965,0.192747859,-0.150455553,-0.100561678,-0.510666493,-0.075182496,0.361785155,-0.027397653,-0.180045164,-0.483764079,-0.131531667,1.010163873,0.891151909,-0.327225042,0.024283237,0.013431108,13.99,0,53
1443,-1.20365417,0.590421388,1.919739062,1.518247117,-0.119937299,2.361363808,-0.603067874,1.346745849,0.51797768,-0.817990715,-0.708489893,0.656149729,-0.992137913,-0.240533747,-0.461671849,-2.458828021,2.297337692,-2.413906655,0.10048547,-0.044933772,-0.225590822,-0.180094207,0.134218565,-0.97797976,-0.283619198,-0.26829992,0.364291048,0.091500968,33.45,0,54
1459,-0.589969284,1.364996058,0.347654564,-0.226933288,0.424098982,-0.218881889,0.371373945,0.416357871,-0.538404331,-0.750578561,-1.532788197,-0.137871742,0.884038449,-0.28807009,0.907081601,0.892089071,-0.358436058,0.301863126,0.427307889,0.090805021,-0.305025606,-0.92085056,-0.125556273,-1.05710193,0.068091379,0.159428933,0.119670904,0.022516651,9.08,0,55
1469,-1.010283154,1.066261317,0.684816813,-0.567201499,-0.523321671,0.711475421,-1.228311561,-3.77596377,0.3899217,-0.233083422,1.098309734,0.794758247,-1.475673042,0.647700178,-0.540644841,0.132017451,0.086706421,-0.51266814,-0.585164737,-1.125569682,3.612994286,-1.893820848,-0.108467422,-0.018082816,0.592110468,0.427354017,0.310050498,0.197386561,79,0,56
1490,-0.798976008,0.761253597,-0.045668851,-1.782953529,2.405156687,3.469894271,0.155797835,0.988784676,0.175226883,-0.371192693,-0.620330655,-0.032504672,-0.327217819,-0.151358734,-0.505228498,0.093658135,-0.626679041,-0.216893208,0.257455501,0.265329518,-0.285930642,-0.672795712,-0.190582052,1.030484166,0.223369015,0.397432888,0.39180531,0.218627409,5,0,57
1492,-0.6959498,0.669120454,1.726212652,-0.59509277,-0.274255481,-0.620175993,0.522059083,0.214611836,0.115854376,-0.518039117,0.705398333,-0.067107702,-2.199636189,0.345622552,-1.226604175,0.008452767,-0.190965935,0.003874251,0.139322329,-0.090893686,-0.155875592,-0.342774789,-0.126084359,0.516803431,-0.105129882,0.353619824,0.267340356,0.151589121,5,0,58
1503,-1.767859866,1.502970976,0.724310663,-0.905559084,-0.313146467,-0.50455276,0.181920109,0.49936834,0.322760308,0.262056372,0.449606523,0.393854748,-0.991495292,0.310815898,-0.857820257,0.373869515,-0.483526063,0.109563447,0.151095746,0.037282049,-0.153265325,-0.448500253,0.010318625,-0.018509438,-0.127980187,0.275724252,-0.012275415,0.209191927,1,0,59
1506,1.238569129,0.207420214,-0.022440048,1.052195502,0.341801477,0.351660361,0.069759512,0.027849109,0.015221375,0.068717834,0.009975565,1.098016816,0.664774472,0.034807242,-1.033270183,0.075231693,-0.726465632,0.266443081,0.713700574,-0.058782576,-0.143995374,-0.220770274,-0.260700092,-0.811123544,0.881769162,-0.289688795,0.021559881,-0.000475888,12.99,0,60
1530,-2.281604035,2.311500862,-0.039097962,-1.020338213,-0.443674923,-0.579518331,0.04047298,0.87011265,0.567820798,0.408085631,-1.539787065,0.563583911,0.808061669,-0.014031885,-0.316248328,0.343020613,-0.342482714,-0.397772544,-0.072300886,0.509898557,-0.304799557,-0.607747977,-0.025686204,-0.427979587,0.224857474,0.369987785,0.580845598,0.351721068,5,0,61
1568,-2.142517105,1.557979274,0.699663094,-0.633169564,-0.976375215,-0.766845748,-0.213306798,0.997478959,0.274337994,-0.129777643,0.510575225,0.38246981,-1.856149023,0.718877411,-1.272455557,0.186627388,0.098151306,0.004365931,0.084483445,-0.126248139,-0.114688239,-0.386159367,0.058499316,0.513784561,0.044382283,0.344797836,-0.01879166,0.130408126,5,0,62
1594,1.257719194,0.364739119,0.30692262,0.690638247,-0.357791752,-1.067481302,0.094271849,-0.210300432,0.014454964,-0.286012373,-0.050113155,0.298046748,0.34871675,-0.312208562,1.080897192,0.474305385,-0.014203177,-0.312505183,-0.197051773,-0.073778921,-0.286856218,-0.820657826,0.127663147,0.343127648,0.221120131,0.094391123,-0.022188975,0.030944046,1.29,0,63
1600,0.99602299,-0.669943039,0.930225797,0.130259807,-0.996518166,0.185641266,-0.563494707,0.142466401,0.813622276,-0.357695543,0.773564765,1.661766561,0.908064574,-0.543142245,-1.069947685,0.140982986,-0.276179703,-0.131724132,0.839997617,0.211423034,-0.131362613,-0.337064802,-0.073369422,0.121095288,0.144634285,0.931036991,-0.051014997,0.020632942,110.14,0,64
1605,0.067364148,-3.426611168,-0.755057671,-0.572490905,-2.179105396,-0.799226803,0.25098648,-0.448824911,-1.741548607,1.067737497,-0.888433015,-1.311183188,-0.612749918,0.026973996,-0.174253381,-0.83124778,0.960181645,-0.036469522,-0.182447695,1.120566512,0.236769042,-0.570653946,-0.739173451,0.416987389,0.364053883,-0.141419351,-0.133760253,0.138845939,770.97,0,65
1758,-0.236380754,0.294113589,1.951592771,-0.216308385,-0.132151882,-0.008183261,0.350529532,-0.208894754,0.298775205,-0.456935487,-0.989575496,0.444644971,1.325321153,-0.889653835,0.232406365,-0.371850776,-0.129463552,-0.058021634,1.224973043,0.311968638,0.095077811,0.679470751,-0.233408949,0.003628023,-0.335738316,1.205968547,-0.074280116,-0.0896901,29.97,0,66
1823,-3.073061304,1.554732959,0.728721422,-0.937443614,0.928604346,4.974129901,-0.786161939,0.866336987,2.455403645,4.73062206,-0.925925227,-0.260474645,-0.080030579,-2.596456463,-0.917731749,-2.740438194,0.091664088,1.458855513,0.670220033,1.56342048,-1.09358994,-0.809802211,-0.279722352,0.956479193,1.000490267,-0.093528515,1.149422459,0.426913721,20,0,67
1831,-0.683026987,1.417293528,0.208186836,0.799063228,-0.885585168,-0.782984333,0.09684471,-0.667649872,1.283040908,1.429898346,-0.093917979,1.174298324,1.163074852,-1.031800081,-0.494848754,-0.964304009,0.237571046,-0.817658113,0.46431088,-0.202400755,0.350102323,0.54913527,0.331148242,0.983191789,-0.993235659,0.091140953,-1.972692674,-0.148367483,6.99,0,68
1832,-0.729442873,1.120009823,1.407891436,0.128085712,-0.021319331,-0.852346184,0.59181962,-0.033273569,-0.27125023,-0.324928823,0.479750568,0.111889723,-0.11851917,-0.416409308,1.142214287,-0.081040851,0.47204922,-0.758927975,-0.635398955,0.00967864,-0.174488835,-0.483370931,0.157420059,0.549106127,-0.314992038,0.045924296,-0.008258897,0.106307937,0.89,0,69
1873,-1.890852492,2.053332256,0.119536497,1.316923354,-0.951630793,-0.167768282,-0.56728233,1.477235183,-0.236138887,-0.121265134,-1.222316975,0.025806905,-1.158330342,1.060261146,0.262896438,-0.837989969,1.185770914,-0.455189933,0.658032665,-0.032094015,0.012337124,0.093399297,0.02406012,0.058004753,0.040117143,-0.203435152,0.266618036,0.120805149,6.49,0,70
1912,1.347954548,-0.253293983,-1.552415914,-1.104637417,2.088874931,3.109859359,-0.388350588,0.70743306,0.185136877,-0.190976521,-0.25659688,0.135854354,-0.14250973,0.306709487,0.335281146,-0.007133898,-0.423404833,-0.311811537,0.737904941,0.045032672,-0.138303238,-0.41381007,-0.127530906,1.099438003,0.699729735,1.13686171,-0.095132557,-0.013575126,10.92,0,71
1925,-0.473114915,0.996274855,2.493954472,3.11574996,-0.480267471,0.507490069,-0.095556088,0.360577676,-0.610364214,0.706386791,-0.409234177,-0.330521714,-0.651255322,-0.159777768,0.553815972,-0.727546747,0.768678315,-0.312009113,0.333447343,0.186629945,0.199908096,0.900588483,-0.065818921,0.637143926,-0.447662662,0.344692839,0.447277682,0.222930611,8.34,0,72
